year,province,population,in_migration,out_migration,net_migration,migration_turnover,in_migration_rate,out_migration_rate,net_migration_rate,turnover_rate,in_out_ratio
2019,ORDU,754198,25386,46640,-21254,72026,33.65959602120398,61.840524636766474,-27.7893635799039,95.50012065797046,0.5442967409948543
2019,OSMANİYE,538759,18126,21459,-3333,39585,33.64398552970809,39.83042510658755,-6.167362568938734,73.47441063629563,0.8446805536138683
2019,RİZE,343212,15946,23534,-7588,39480,46.4610794494365,68.56986352458539,-21.867057053768523,115.03094297402188,0.6775728732897085
2019,SAKARYA,1029650,35941,31291,4650,67232,34.906036031661245,30.389938328558248,4.526318351057358,65.29597436021949,1.1486050302003772
2019,SAMSUN,1348542,45973,45020,953,90993,34.09089223769078,33.38420308748263,0.7069389432486775,67.47509532517341,1.0211683696135052
2019,SİNOP,218243,12926,15642,-2716,28568,59.22755827220117,71.67240186397731,-12.367885392143023,130.8999601361785,0.8263649149725099
2019,SİVAS,638956,23572,36430,-12858,60002,36.89142914379081,57.014880523854536,-19.922991702627115,93.90630966764535,0.6470491353280263
2019,SİİRT,330280,11016,17252,-6236,28268,33.35351822695895,52.23446772435509,-18.70437135195772,85.58798595131404,0.638534662647809
2019,TEKİRDAĞ,1055412,48911,38109,10802,87020,46.343039495476646,36.10817386954099,10.287511273691418,82.45121336501764,1.2834501036500565
2019,TOKAT,612747,39530,39567,-37,79097,64.51275975239373,64.57314356496238,-0.0603819895212769,129.0859033173561,0.9990648772967372
2019,TRABZON,808974,29603,37502,-7899,67105,36.59326504930937,46.357484912988554,-9.71678146836695,82.95074996229792,0.7893712335342115
2019,TUNCELİ,84660,6517,8179,-1662,14696,76.9785022442712,96.60996928892038,-19.440642874688564,173.58847153319158,0.7967966744100746
2019,UŞAK,370509,13117,12363,754,25480,35.402648788558444,33.36761050338858,2.037111084694109,68.77025929194703,1.060988433228181
2019,VAN,1136757,34372,39575,-5203,73947,30.236893197050907,34.813948803482184,-4.566604804370178,65.0508420005331,0.8685281111813014
2019,YALOVA,270976,14531,12824,1707,27355,53.62467524799244,47.32522437411431,6.319355107404974,100.94989962210676,1.133109794135995
2019,YOZGAT,421200,18009,25253,-7244,43262,42.756410256410255,59.95489078822412,-17.051847597346654,102.71130104463438,0.7131429929117332
2019,ZONGULDAK,596053,19654,26251,-6597,45905,32.97357785297616,44.041385581483524,-11.006896620764277,77.01496343445969,0.7486952877985601
2019,ÇANAKKALE,542157,25198,22293,2905,47491,46.47731192256118,41.119085430972945,5.372620349932356,87.59639735353413,1.130309962768582
2019,ÇANKIRI,195789,11381,32275,-20894,43656,58.128904075305556,164.84582892808075,-101.31111930021916,222.9747330033863,0.3526258714175058
2019,ÇORUM,530864,16006,23425,-7419,39431,30.15084842822267,44.1261792097411,-13.878353491147616,74.27702763796377,0.6832870864461046
2019,İSTANBUL,15519267,498676,378305,120371,876981,32.13270317470535,24.3764734507113,7.786426379859631,56.50917662541665,1.3181850623174423
2019,İZMİR,4367251,128370,106895,21475,235265,29.393776542726762,24.476495626195977,4.929400540133756,53.87027216892274,1.2008980775527387
2019,ŞANLIURFA,2073614,41841,60885,-19044,102726,20.17781515749797,29.361780929334003,-9.141985928907186,49.53959608683198,0.6872135994087214
2019,ŞIRNAK,529615,16365,20724,-4359,37089,30.899804575021477,39.13031164147541,-8.196775258111922,70.03011621649689,0.7896641574985525
2020,ADANA,2258718,47088,45832,1256,92920,20.847223956244207,20.29115631079223,0.5562222940626813,41.13838026703643,1.0274044335835224
2020,ADIYAMAN,632459,16163,16936,-773,33099,25.555806779569902,26.778020393416806,-1.2214671669467507,52.33382717298671,0.954357581483231
2020,AFYONKARAHİSAR,736912,18439,19434,-995,37873,25.02198362898148,26.37221269296741,-1.3493181197150295,51.39419632194889,0.9488010702891839
2020,AKSARAY,423011,12208,12311,-103,24519,28.85976960410013,29.103262090111134,-0.24346284532427243,57.96303169421126,0.9916334984972789
2020,AMASYA,335494,12241,11347,894,23588,36.48649454237631,33.821767304333314,2.6682823603852595,70.30826184670963,1.0787873446726006
2020,ANKARA,5663322,153162,141165,11997,294327,27.044550883739262,24.926182901131174,2.120614103117844,51.97073378487043,1.0849856550844756
2020,ANTALYA,2548308,83035,62325,20710,145360,32.584365783100004,24.45740467792747,8.160119592443202,57.041770461027475,1.3322904131568392
2020,ARDAHAN,96161,4085,5215,-1130,9300,42.48083942554674,54.23196514179345,-11.682484543969563,96.71280456734019,0.7833173537871524
2020,ARTVİN,169501,6358,7801,-1443,14159,37.51010318523195,46.023327296004155,-8.477140213544038,83.5334304812361,0.8150237149083451
2020,AYDIN,1119084,35455,30996,4459,66451,31.682161482069265,27.69765272311998,3.992462760368517,59.37981420518924,1.1438572719060525
2020,AĞRI,535435,14626,24353,-9727,38979,27.31610746402458,45.4826449522351,-18.003011298384134,72.79875241625967,0.6005830903790087
2020,BALIKESİR,1240285,40715,31561,9154,72276,32.8271324735847,25.44657074785231,7.4078989534744455,58.27370322143701,1.2900415069231013
2020,BARTIN,198979,7585,7441,144,15026,38.119600560863205,37.395906100643785,0.723956421845385,75.51550666150699,1.0193522376024728
2020,BATMAN,620278,18598,17593,1005,36191,29.9833300552333,28.36308880856648,1.6215549017345796,58.346418863799784,1.0571249928949014
2020,BAYBURT,81910,4427,7433,-3006,11860,54.047124893175436,90.74594066658527,-36.037548104012565,144.79306555976072,0.5955872460648459
2020,BOLU,314802,11430,12565,-1135,23995,36.30853679455658,39.91397767485594,-3.5989529742096176,76.22251446941252,0.9096697174691604
2020,BURDUR,267092,9201,11422,-2221,20623,34.448804157369,42.7642909559253,-8.281056291421594,77.2130951132943,0.8055506916476974
2020,BURSA,3101833,77039,53940,23099,130979,24.836604678588433,17.389717628254004,7.474718743442147,42.22632230684244,1.428235076010382
2020,BİLECİK,218717,8297,8439,-142,16736,37.934865602582335,38.58410640233727,-0.6490301113406586,76.5189720049196,0.9831733617727219
2020,BİNGÖL,281768,9497,10633,-1136,20130,33.70503392862213,37.736719570710655,-4.023574747818202,71.44175349933279,0.8931627950719458
2020,BİTLİS,350994,12050,14223,-2173,26273,34.33107118640205,40.52206020615737,-6.17188398675871,74.85313139255942,0.8472192926949308
2020,DENİZLİ,1040915,22534,21370,1164,43904,21.648261385415715,20.530014458433204,1.1188725148582233,42.17827584384892,1.0544688816097332
2020,DÜZCE,395679,11757,10565,1192,22322,29.713479866255224,26.70093687054405,3.0170875486923,56.414416736799275,1.1128253667770942
2020,DİYARBAKIR,1783431,39101,42992,-3891,82093,21.924593662440543,24.10634333484166,-2.1793722500548203,46.030936997282204,0.9094947897283215
2020,EDİRNE,407763,12252,14264,-2012,26516,30.046865458611986,34.9811042198532,-4.9220953643745,65.02796967846518,0.858945597307908
2020,ELAZIĞ,587960,15529,21166,-5637,36695,26.411660657187564,35.99904755425539,-9.54164716556205,62.41070821144296,0.7336766512331097
2020,ERZURUM,758279,20405,30220,-9815,50625,26.909620337632983,39.85340488131677,-12.860552433776016,66.76302521894975,0.6752150893448048
2020,ERZİNCAN,234431,10907,10998,-91,21905,46.52541686039815,46.91359077937645,-0.38809859410218084,93.4390076397746,0.991725768321513
2020,ESKİŞEHİR,888828,25376,25533,-157,50909,28.54995567196353,28.726592771604857,-0.17662150068651764,57.27654844356839,0.9938510946618102
2020,GAZİANTEP,2101157,42040,41179,861,83219,20.008024150503747,19.598249916593574,0.4098582085768899,39.60627406709732,1.0209087156074699
2020,GÜMÜŞHANE,141702,7151,19116,-11965,26267,50.46506047903346,134.9028242367786,-81.01730377934042,185.36788471581207,0.37408453651391504
2020,GİRESUN,448721,17654,17368,286,35022,39.34293246805922,38.70556537358403,0.6375702776328754,78.04849784164325,1.0164670658682635
2020,HAKKARİ,280514,7227,8421,-1194,15648,25.763420007557556,30.019892055298488,-4.247432508866605,55.78331206285604,0.8582116138225864
2020,HATAY,1659320,35160,29265,5895,64425,21.189402887929994,17.636742762095317,3.5589820526481817,38.82614565002531,1.2014351614556638
2020,ISPARTA,440304,12879,17905,-5026,30784,29.250245285075767,40.665085940622845,-11.350061086182329,69.91533122569861,0.7192962859536443
2020,IĞDIR,201314,7452,7266,186,14718,37.016799626454194,36.092869845117576,0.9243568017254661,73.10966947157178,1.0255986787778695
2020,KAHRAMANMARAŞ,1168163,25056,23696,1360,48752,21.449061475153723,20.28484038614474,1.1648991891102483,41.73390186129846,1.0573936529372046
2020,KARABÜK,243614,8148,12750,-4602,20898,33.44635365783576,52.33689361038364,-18.713783217778502,85.7832472682194,0.6390588235294118
2020,KARAMAN,254919,8074,8304,-230,16378,31.67280587166904,32.57505325220953,-0.9018405389085377,64.24785912387857,0.9723025048169557
2020,KARS,284923,8168,12910,-4742,21078,28.667394348648582,45.31048739484001,-16.5057397648402,73.9778817434886,0.6326878388845856
2020,KASTAMONU,376377,14177,15328,-1151,29505,37.667020035762015,40.72512401129718,-3.053435114503817,78.3921440470592,0.9249086638830898
2020,KAYSERİ,1421455,31766,30033,1733,61799,22.34752419176126,21.128350879908265,1.2199169569512918,43.47587507166952,1.0577031931541971
2020,KIRIKKALE,278703,8597,13021,-4424,21618,30.846456622282503,46.719985073716465,-15.748536034031646,77.56644169599896,0.6602411489132939
2020,KIRKLARELİ,361737,13852,11596,2256,25448,38.293013985298714,32.0564387939304,6.256083458815504,70.34945277922911,1.1945498447740601
2020,KIRŞEHİR,243042,9960,10835,-875,20795,40.98057125928852,44.58077204762963,-3.593731710472545,85.56134330691815,0.9192431933548685
2020,KOCAELİ,1997258,75093,52543,22550,127636,37.59804692233052,26.30756767528281,11.354578563864846,63.90561459761333,1.4291722969758103
2020,KONYA,2250020,43788,48780,-4992,92568,19.461160345241375,21.67980729060186,-2.216188475464769,41.14096763584324,0.8976629766297664
2020,KÜTAHYA,576688,15347,18688,-3341,34035,26.61231029603529,32.405737591210496,-5.776693867212119,59.01804788724579,0.8212221746575342
2020,KİLİS,142792,5035,6432,-1397,11467,35.261079052047734,45.044540310381535,-9.735836170338803,80.30561936242927,0.7828047263681592
2020,MALATYA,806156,24198,23329,869,47527,30.016522856618323,28.93856772138395,1.0785364421825656,58.95509057800227,1.0372497749582066
2020,MANİSA,1450616,37003,29833,7170,66836,25.508473641542626,20.5657458624474,4.954973321234998,46.07421950399003,1.2403378808701773
2020,MARDİN,854716,25373,24744,629,50117,29.68588396613612,28.949967006584643,0.7361878461121616,58.63585097272076,1.0254203039120595
2020,MERSİN,1868757,53325,40242,13083,93567,28.53501016986157,21.534099939157418,7.025502687524618,50.06911010901899,1.3251080960190846
2020,MUĞLA,1000773,41468,28088,13380,69556,41.435969995193716,28.06630474643101,13.459640693986318,69.50227474162472,1.4763600113927655
2020,MUŞ,411117,11720,16548,-4828,28268,28.50769975457108,40.25131531899678,-11.675061845423922,68.75901507356787,0.7082426879381194
2020,NEVŞEHİR,304962,9309,8958,351,18267,30.52511460444252,29.3741515336337,1.1516258101982864,59.89926613807622,1.039182853315472
2020,NİĞDE,362071,11349,13588,-2239,24937,31.344681015601914,37.52855103004659,-6.1648088262220515,68.8732320456485,0.8352222549308214
2020,ORDU,761400,26898,21406,5492,48304,35.327029156816394,28.114000525348043,7.239136681543892,63.441029682164434,1.2565635803045876
2020,OSMANİYE,548556,17734,14954,2780,32688,32.32851340610621,27.260662539467255,5.080725045050314,59.589175945573466,1.1859034372074362
2020,RİZE,344359,13143,13290,-147,26433,38.166564544559606,38.5934446319103,-0.42678899348929034,76.76000917646991,0.9889390519187359
2020,SAKARYA,1042649,30929,24888,6041,55817,29.66386578800728,23.86996966380824,5.8107295057801895,53.53383545181552,1.242727418836387
2020,SAMSUN,1356079,43054,35442,7612,78496,31.748887786036065,26.135645489680172,5.629040881537973,57.88453327571624,1.2147734326505277
2020,SİNOP,216460,10292,11070,-778,21362,47.5468908805322,51.14108842280329,-3.587750001152876,98.6879793033355,0.9297199638663053
2020,SİVAS,635889,18490,23885,-5395,42375,29.077401873597434,37.5615870065373,-8.448346465200878,66.63898888013475,0.7741260205149676
2020,SİİRT,331070,9044,12958,-3914,22002,27.317485728093757,39.139758963361224,-11.752800823957216,66.45724469145497,0.6979472140762464
2020,TEKİRDAĞ,1081065,50764,28468,22296,79232,46.957398491302555,26.333291707714153,20.838999660721345,73.29069019901671,1.78319516650274
2020,TOKAT,597861,24840,41746,-16906,66586,41.54811904439326,69.82559491252984,-27.883242016512895,111.3737139569231,0.595027068461649
2020,TRABZON,811901,23761,24506,-745,48267,29.265883402040398,30.18348296159261,-0.9171787581399615,59.449366363633004,0.9695992818085367
2020,TUNCELİ,83443,5791,6311,-520,12102,69.40066871996453,75.63246767254293,-6.212441609022377,145.03313639250746,0.9176041831722389
2020,UŞAK,369433,8756,10428,-1672,19184,23.701185329951574,28.227039815067954,-4.515635929553919,51.92822514501953,0.8396624472573839
2020,VAN,1149342,26621,38114,-11493,64735,23.16194831477489,33.16158288829609,-9.949886956713707,56.32353120307098,0.6984572597995488
2020,YALOVA,276050,14661,10281,4380,24942,53.10994385075168,37.24325303387067,15.993573358650405,90.35319688462235,1.426028596440035
2020,YOZGAT,419095,14109,17604,-3495,31713,33.6653980601057,42.00479604862859,-8.304769599078039,75.6701941087343,0.8014655760054533
2020,ZONGULDAK,591204,15243,19593,-4350,34836,25.78297846428644,33.14084478454138,-7.33089644224012,58.923823248827816,0.7779819323227684
2020,ÇANAKKALE,541548,21055,19022,2033,40077,38.87928678528958,35.125233589635634,3.76111290461333,74.00452037492522,1.1068762485543056
2020,ÇANKIRI,192428,9955,12614,-2659,22569,51.733635437670195,65.55179079967573,-13.723339741687418,117.28542623734592,0.7892024734422071
2020,ÇORUM,530126,15672,15051,621,30723,29.562783187393187,28.391363562624736,1.1721061388351228,57.95414675001792,1.041259716962328
2020,İSTANBUL,15462452,328632,381654,-53022,710286,21.253550213122733,24.68263118941291,-3.423211741160464,45.93618140253564,0.8610731185838482
2020,İZMİR,4394694,107172,92400,14772,199572,24.38668084740371,21.02535466633172,3.3669849484011607,45.412035513735425,1.15987012987013
2020,ŞANLIURFA,2115256,37720,47194,-9474,84914,17.83235693457435,22.31124743293483,-4.468882680273001,40.143604367509184,0.7992541424757384
2020,ŞIRNAK,537762,14461,15008,-547,29469,26.891078209319364,27.90825681249326,-1.0166615399913204,54.799335021812624,0.9635527718550106
2021,ADANA,2263373,53649,65628,-11979,119277,23.703119194229142,28.995662668062224,-5.278574930184138,52.69878186229137,0.8174712013165113
2021,ADIYAMAN,632148,17598,24860,-7262,42458,27.838417585755234,39.32623373007587,-11.42220803140714,67.16465131583111,0.7078841512469831
2021,AFYONKARAHİSAR,744179,24643,25327,-684,49970,33.11434480145234,34.03347850449959,-0.918711493698633,67.14782330595193,0.972993248312078
2021,AKSARAY,429069,14210,15529,-1319,29739,33.11821641740606,36.19231405671349,-3.0693798526278804,69.31053047411955,0.9150621417992144
2021,AMASYA,335331,15244,14540,704,29784,45.45956085181507,43.3601426650086,2.1016242809250727,88.81970351682368,1.0484181568088033
2021,ANKARA,5747325,197702,165604,32098,363306,34.398959515948725,28.814100472828663,5.600498039180105,63.21305998877739,1.19382382068066
2021,ANTALYA,2619832,88305,80505,7800,168810,33.70635979711676,30.72906965026765,2.9817288828608697,64.43542944738441,1.09688839202534
2021,ARDAHAN,94932,4750,6445,-1695,11195,50.03581510976278,67.89070071208866,-17.69689756158677,117.92651582185142,0.7370054305663305
2021,ARTVİN,169543,8238,8224,14,16462,48.58944338604366,48.50686846404747,0.08257833144582861,97.09631185009113,1.0017023346303502
2021,AYDIN,1134031,46485,37246,9239,83731,40.99094292836792,32.84389932903069,8.180366500606732,73.8348422573986,1.248053482253128
2021,AĞRI,524644,14858,34800,-19942,49658,28.320156143975723,66.3306928126501,-37.301609569503285,94.65084895662582,0.42695402298850577
2021,BALIKESİR,1250610,50218,40287,9931,90505,40.154804455425754,32.21387962674215,7.972579656555301,72.3686840821679,1.2465063171742745
2021,BARTIN,201711,10907,8794,2113,19701,54.07241052793353,43.5970274303335,10.530538811738586,97.66943795826703,1.240277461905845
2021,BATMAN,626319,19002,24411,-5409,43413,30.339172210965977,38.97534642889646,-8.599042802057475,69.31451863986243,0.7784195649502273
2021,BAYBURT,85042,9019,6382,2637,15401,106.05347945720938,75.04527174807743,31.496533231410535,181.0987512052868,1.4131933563146348
2021,BOLU,320014,18470,14162,4308,32632,57.71622491515996,44.25431387376802,13.553136601019316,101.97053878892798,1.3041943228357578
2021,BURDUR,273716,15859,11489,4370,27348,57.939616244574665,41.9741630010668,16.093926660307663,99.91377924564146,1.3803638262686047
2021,BURSA,3147818,92019,76678,15341,168697,29.23263034902272,24.359095729168587,4.885439298631672,53.59172607819131,1.2000704243720492
2021,BİLECİK,228334,11974,8855,3119,20829,52.44072280080934,38.780908668879796,13.753750972882754,91.22163146968914,1.3522303783173348
