year,province,population,in_migration,out_migration,net_migration,migration_turnover,in_migration_rate,out_migration_rate,net_migration_rate,turnover_rate,in_out_ratio
2012,BİTLİS,337253,10998,16886,-5888,27884,32.6105327454463,50.0692358555743,-17.307618820859677,82.6797686010206,0.6513087765012436
2012,DENİZLİ,950557,24446,21992,2454,46438,25.717552971573507,23.135908735615015,2.584980986590543,48.85346170718852,1.1115860312841033
2012,DÜZCE,346493,10432,10579,-147,21011,30.107390336889924,30.531641331859518,-0.4241610196022986,60.63903166874944,0.9861045467435485
2012,DİYARBAKIR,1592167,30789,47575,-16786,78364,19.337795595562525,29.88065950368272,-10.48757934722847,49.21845509924524,0.6471676300578034
2012,EDİRNE,399708,14813,13675,1138,28488,37.05955347403604,34.21247510682799,2.851137072548661,71.27202858086403,1.083217550274223
2012,ELAZIĞ,562703,17108,18344,-1236,35452,30.40325002710133,32.59979065332867,-2.1941308774215766,63.00304068043,0.9326210204971653
2012,ERZURUM,778195,22551,33234,-10683,55785,28.978597909264387,42.706519574142725,-13.634336115803157,71.68511748340711,0.6785520852139375
2012,ERZİNCAN,217886,12192,10649,1543,22841,55.95586682944292,48.87418191164187,7.106849151023999,104.83004874108478,1.1448962343882054
2012,ESKİŞEHİR,789750,32363,25299,7064,57662,40.978790756568536,32.034188034188034,8.984785390311593,73.01297879075656,1.2792205225502984
2012,GAZİANTEP,1799558,41672,39410,2262,81082,23.156797391359433,21.89982206741878,1.2577658142365522,45.05661945877821,1.0573965998477544
2012,GÜMÜŞHANE,135216,11166,9001,2165,20167,82.57898473553426,66.56756596852443,16.140636008156054,149.14655070405868,1.2405288301299855
2012,GİRESUN,419555,18027,17861,166,35888,42.96695308124084,42.5712957776692,0.39573559141015374,85.53824885891004,1.0092939924976205
2012,HAKKARİ,279982,5622,10137,-4515,15759,20.079862276860656,36.20589895064683,-15.99705214897277,56.285761227507486,0.5546019532406037
2012,HATAY,1483674,27260,35139,-7879,62399,18.373308422200566,23.683774198375115,-5.2964025938188914,42.05708262057568,0.7757762030791997
2012,ISPARTA,416663,19731,14330,5401,34061,47.354816722387156,34.39230265226334,13.047075520125615,81.7471193746505,1.3769016050244243
2012,IĞDIR,190409,6429,8632,-2203,15061,33.76416030754849,45.33399156552474,-11.503285720626284,79.09815187307322,0.7447868396663577
2012,KAHRAMANMARAŞ,1063174,19908,29467,-9559,49375,18.725062877760365,27.71606529128816,-8.950764242076083,46.441128169048525,0.675603217158177
2012,KARABÜK,225145,13510,8444,5066,21954,60.005774056719005,37.50471918097226,22.757084074533267,97.51049323769126,1.5999526290857413
2012,KARAMAN,235424,8191,8066,125,16257,34.79254451542749,34.26158760364279,0.5310979068369296,69.05413211907027,1.0154971485246715
2012,KARS,304821,9706,16185,-6479,25891,31.841638207341358,53.09673546113949,-21.031583081894627,84.93837366848085,0.5996910719802286
2012,KASTAMONU,359808,14340,13933,407,28273,39.85458911419423,38.72343027392387,1.1317989624712705,78.57801938811811,1.029211225148927
2012,KAYSERİ,1274968,33917,30143,3774,64060,26.60223629142065,23.642161999359985,2.9644618056510152,50.24439829078063,1.1252031980891086
2012,KIRIKKALE,274727,13776,13912,-136,27688,50.144325093638415,50.63936198480673,-0.4949143907276333,100.78368707844514,0.9902242668200115
2012,KIRKLARELİ,341218,12548,11232,1316,23780,36.77414438863131,32.91737247155777,3.8642236316654923,69.69151686018908,1.1171652421652423
2012,KIRŞEHİR,221209,9733,9898,-165,19631,43.999113960101084,44.74501489541565,-0.7456228549221277,88.74412885551673,0.9833299656496262
2012,KOCAELİ,1634691,62966,51561,11405,114527,38.518594645715915,31.541740916173147,7.001277172920497,70.06033556188906,1.221194313531545
2012,KONYA,2052281,51981,48313,3668,100294,25.328402884400333,23.541123267232898,1.7888782299664414,48.86952615163323,1.075921594601867
2012,KÜTAHYA,573421,20550,16702,3848,37252,35.83754344539178,29.126941636249807,6.733193700054419,64.96448508164158,1.2303915698718717
2012,KİLİS,124320,4315,6075,-1760,10390,34.70881595881596,48.865830115830114,-14.057507987220447,83.57464607464607,0.7102880658436214
2012,MALATYA,762366,24270,28545,-4275,52815,31.83510282462754,37.442645658384556,-5.59186452383802,69.27774848301209,0.8502364687335786
2012,MANİSA,1346162,32211,34054,-1843,66265,23.92802649309667,25.29710391468486,-1.368140876196613,49.22513040778153,0.9458800728255125
2012,MARDİN,773026,21676,30299,-8623,51975,28.040454008015253,39.195318139364005,-11.09299371251226,67.23577214737927,0.7154031486187663
2012,MERSİN,1682848,46721,53523,-6802,100244,27.763054060735136,31.805011504306986,-4.033805209076477,59.56806556504212,0.8729144479943202
2012,MUĞLA,851145,33213,28301,4912,61514,39.021553319352165,33.25050373320644,5.787750283083674,72.27205705255861,1.173562771633511
2012,MUŞ,413260,9914,20646,-10732,30560,23.989740115181725,49.958863669360696,-25.636248106902105,73.94860378454241,0.4801898672866415
2012,NEVŞEHİR,285190,10214,10859,-645,21073,35.81472001122059,38.076370139205444,-2.2590954861871198,73.89109015042604,0.9406022654019707
2012,NİĞDE,340270,12359,13514,-1155,25873,36.321156728480325,39.71552002821289,-3.388612209272475,76.03667675669321,0.9145330768092349
2012,ORDU,741371,48240,26595,21645,74835,65.06863635076095,35.87272768964527,29.628423027355474,100.94136404040621,1.8138747884940778
2012,OSMANİYE,492135,15343,17340,-1997,32683,31.17640484826318,35.234234508823796,-4.049613339998195,66.41063935708698,0.8848327566320646
2012,RİZE,324152,12315,13856,-1541,26171,37.99143611638984,42.745378711221896,-4.7426694057813785,80.73681482761174,0.8887846420323325
2012,SAKARYA,902267,28457,23787,4670,52244,31.53944453249426,26.363593038424323,5.189280967895352,57.903037570918585,1.1963257241350318
2012,SAMSUN,1251722,32249,41561,-9312,73810,25.76370791597495,33.20305946528063,-7.411782122896135,58.96676738125558,0.7759437934602151
2012,SİNOP,201311,8277,10371,-2094,18648,41.11548797631525,51.51730407180929,-10.347997114025638,92.63279204812454,0.798090830199595
2012,SİVAS,623535,21492,27441,-5949,48933,34.467992975534656,44.00875652529529,-9.495466549190395,78.47674950082994,0.7832076090521483
2012,SİİRT,310879,8823,14628,-5805,23451,28.380816973806528,47.053676832465364,-18.500134647836152,75.43449380627189,0.6031583264971287
2012,TEKİRDAĞ,852321,42155,28042,14113,70197,49.45906530520778,32.90074983486269,16.696548831756214,82.35981514007047,1.50328079309607
2012,TOKAT,613990,34725,31812,2913,66537,56.55629570514178,51.81191876089187,4.755658261956285,108.36821446603365,1.09156921916258
2012,TRABZON,757898,21864,25478,-3614,47342,28.848209125766264,33.616660817154816,-4.757109667568333,62.46486994292108,0.8581521312504906
2012,TUNCELİ,86276,5171,5404,-233,10575,59.93555565858408,62.63619082943113,-2.696993373267355,122.57174648801521,0.9568837897853442
2012,UŞAK,342269,10351,9435,916,19786,30.242294803210342,27.566037239714962,2.6798435392658515,57.8083320429253,1.0970853206147324
2012,VAN,1051975,50003,46639,3364,96642,47.53249839587443,44.33470377147746,3.2029157577933014,91.86720216735189,1.0721284761680139
2012,YALOVA,211799,11353,9199,2154,20552,53.602708228084175,43.43268853960595,10.221998652252731,97.03539676769012,1.234155886509403
2012,YOZGAT,453211,14646,24525,-9879,39171,32.316073528665456,54.11386749218355,-21.562783408508775,86.42994102084901,0.5971865443425076
2012,ZONGULDAK,606527,14279,22687,-8408,36966,23.54223307453749,37.404765162968836,-13.767108596092223,60.94699823750633,0.6293912813505532
2012,ÇANAKKALE,493691,23252,14374,8878,37626,47.09828617495559,29.11537783755426,18.1460678750419,76.21366401250985,1.6176429664672325
2012,ÇANKIRI,184406,17050,10609,6441,27659,92.45903061722504,57.53066603038947,35.54920233683159,149.9896966476145,1.6071260250730512
2012,ÇORUM,529975,13289,20610,-7321,33899,25.074767677720647,38.88862682201991,-13.71910227111952,63.96339449974055,0.6447840853954391
2012,İSTANBUL,13854740,384535,354074,30461,738609,27.754761186424286,25.556163450198273,2.201017312065865,53.31092463662256,1.086030038918418
2012,İZMİR,4005459,105804,95954,9850,201758,26.414950196719026,23.955806313333877,2.4621713001314323,50.37075651005291,1.102653354732476
2012,ŞANLIURFA,1762075,31890,44878,-12988,76768,18.097981073450335,25.468836457018003,-7.343790375156412,43.56681753046834,0.7105931636882215
2012,ŞIRNAK,466982,11075,14617,-3542,25692,23.71611753772094,31.3009923294688,-7.556218306869503,55.01710986718974,0.7576794143805159
2013,ADANA,2149260,50598,62933,-12335,113531,23.54205633566902,29.28124098526935,-5.722762653812294,52.82329732093837,0.8039979025312634
2013,ADIYAMAN,597184,15715,24077,-8362,39792,26.315172543135784,40.317557067838386,-13.905032717234958,66.63272961097417,0.6526975952153508
2013,AFYONKARAHİSAR,707123,22200,26799,-4599,48999,31.39482098588223,37.898639982011616,-6.48273771976502,69.29346096789385,0.8283891189969775
2013,AKSARAY,382806,11491,13726,-2235,25217,30.01781581270931,35.856282294425895,-5.821472246424093,65.87409810713521,0.8371703336733207
2013,AMASYA,321977,12379,14658,-2279,27037,38.446845582137854,45.524990915500176,-7.053183604056122,83.97183649763804,0.8445217628598718
2013,ANKARA,5045083,186642,153791,32851,340433,36.99483239423415,30.48334388155755,6.532757500386534,67.4781762757917,1.213608078496141
2013,ANTALYA,2158265,88605,64075,24530,152680,41.0538094256266,29.68819862250465,11.430568499534017,70.74200804813125,1.382832618025751
2013,ARDAHAN,102782,5254,7633,-2379,12887,51.11790002140452,74.26397618260006,-22.881270348124247,125.3818762040046,0.6883270011790907
2013,ARTVİN,169334,10053,8644,1409,18697,59.36787650442321,51.04704312187747,8.355596144209644,110.41491962630069,1.163003239241092
2013,AYDIN,1020957,34688,32338,2350,67026,33.97596568709554,31.674203712791037,2.304414080656454,65.65016939988658,1.0726699239285051
2013,AĞRI,551177,14725,28477,-13752,43202,26.715555982923817,51.66579882687412,-24.642820663987113,78.38135480979794,0.5170839624960495
2013,BALIKESİR,1162761,38710,39688,-978,78398,33.29145026363973,34.13255174537158,-0.8407479045776918,67.4240020090113,0.9753577907679903
2013,BARTIN,189139,7886,8133,-247,16019,41.694203733761945,43.00012160368829,-1.305065715606631,84.69432533745024,0.9696299028648715
2013,BATMAN,547581,18816,20209,-1393,39025,34.36203958866359,36.90595546594933,-2.540684233804962,71.26799505461292,0.9310703152060963
2013,BAYBURT,75620,4787,4677,110,9464,63.30335889976197,61.84871727056334,1.4557003903923775,125.15207617032532,1.0235193500106907
2013,BOLU,283496,13138,12401,737,25539,46.342805542229875,43.7431215960719,2.603067522582582,90.08592713830177,1.0594306910733005
2013,BURDUR,257267,11156,10001,1155,21157,43.36350950568864,38.87401026948656,4.499599710934806,82.2375197751752,1.1154884511548846
2013,BURSA,2740970,75518,61744,13774,137262,27.551560214084795,22.52633191899218,5.0378865601373475,50.07789213307698,1.2230824047680746
2013,BİLECİK,208888,10231,9202,1029,19433,48.97839990808472,44.05231511623454,4.938247905803761,93.03071502431925,1.1118235166268202
2013,BİNGÖL,265514,10968,10940,28,21908,41.30855623432286,41.20310040148542,0.10546139359698682,82.51165663580828,1.0025594149908592
2013,BİTLİS,337156,11314,16174,-4860,27488,33.55716641554651,47.97185872415143,-14.31154405658655,81.52902513969795,0.6995177445282552
2013,DENİZLİ,963464,27088,24039,3049,51127,28.115217589863242,24.950594936603753,3.169638007379882,53.065812526467,1.126835558883481
2013,DÜZCE,351509,12367,11306,1061,23673,35.182598454093636,32.16418356286752,3.0229771909105545,67.34678201696116,1.0938439766495667
2013,DİYARBAKIR,1607437,35466,47949,-12483,83415,22.06369518680981,29.829473876736692,-7.735741661055781,51.8931690635465,0.7396608896953013
2013,EDİRNE,398582,16255,17000,-745,33255,40.78207244682399,42.651198498677815,-1.8673808667404428,83.4332709455018,0.9561764705882353
2013,ELAZIĞ,568239,21433,21303,130,42736,37.71828403189503,37.489507056009884,0.22880314833132104,75.20779108790491,1.0061024268882317
2013,ERZURUM,766729,23398,39997,-16599,63395,30.516649298513556,52.16575869701029,-21.417276913042553,82.68240799552385,0.5849938745405906
2013,ERZİNCAN,219996,12662,12884,-222,25546,57.555591919853086,58.56470117638503,-1.0086003625509412,116.12029309623811,0.9827693262961813
2013,ESKİŞEHİR,799724,33893,28329,5564,62222,42.38087140063322,35.42347109752865,6.9816875004705485,77.80434249816187,1.1964065092308236
2013,GAZİANTEP,1844438,41978,42291,-313,84269,22.759236146728707,22.928935534835002,-0.16968499038677606,45.68817168156371,0.9925988981107091
2013,GÜMÜŞHANE,141412,16677,11162,5515,27839,117.93200011314457,78.93248097756909,39.77512450010638,196.86448109071367,1.4940870811682494
2013,GİRESUN,425007,23453,20170,3283,43623,55.18262052154435,47.45804186754571,7.754528888159285,102.64066238909007,1.1627664848785324
2013,HAKKARİ,273041,8007,10293,-2286,18300,29.325266168817137,37.69763515369487,-8.337466810608934,67.022901322512,0.7779073156514136
2013,HATAY,1503066,29067,39315,-10248,68382,19.338472162899034,26.15653604033356,-6.794899846836274,45.495008203232594,0.7393361312476154
2013,ISPARTA,417774,18730,19807,-1077,38537,44.832852211961495,47.410801055115925,-2.574630210667862,92.24365326707742,0.9456252839905084
2013,IĞDIR,190424,6882,9779,-2897,16661,36.140402470276854,51.353820946939464,-15.09856805951869,87.49422341721632,0.7037529399734124
2013,KAHRAMANMARAŞ,1075706,24560,29322,-4762,53882,22.831517161752373,27.258377288961853,-4.4170832224115495,50.089894450714226,0.8375963440420162
2013,KARABÜK,230251,13652,11676,1976,25328,59.29181632218753,50.709877481531024,8.618922372995206,110.00169380371855,1.1692360397396369
2013,KARAMAN,237939,8747,9445,-698,18192,36.76152291133442,39.6950478904257,-2.929228496609145,76.45657080176011,0.9260984647961885
2013,KARS,300874,11046,18072,-7026,29118,36.71304266902424,60.06501060244488,-23.082457529395146,96.77805327146912,0.6112217795484728
2013,KASTAMONU,368093,19911,15658,4253,35569,54.092308193853185,42.538162909916785,11.621282275836723,96.63047110376998,1.2716183420615659
2013,KAYSERİ,1295355,36580,33789,2791,70369,28.23936295455686,26.084741248538045,2.156945406714816,54.324104203094905,1.0826008464293113
2013,KIRIKKALE,274658,15089,17818,-2729,32907,54.93741307371349,64.87340619971019,-9.886875164162342,119.81081927342368,0.8468402738803458
2013,KIRKLARELİ,340559,14120,13297,823,27417,41.4612446007887,39.0446295649212,2.419538582526698,80.50587416570991,1.0618936602241107
2013,KIRŞEHİR,223498,11259,11346,-87,22605,50.37628972071339,50.76555494903757,-0.3891894793584189,101.14184466975097,0.9923320994182971
2013,KOCAELİ,1676202,71159,54742,16417,125901,42.45252063892061,32.65835501926379,9.842364493626624,75.1108756581844,1.2998977019473166
2013,KONYA,2079225,51080,55006,-3926,106086,24.566845819956956,26.45504935733266,-1.8864225624979578,51.021895177289615,0.9286259680762099
2013,KÜTAHYA,572059,17875,20915,-3040,38790,31.24677699328216,36.56091417144036,-5.3000545696408,67.80769116472251,0.8546497728902701
2013,KİLİS,128586,6566,6161,405,12727,51.06310173735866,47.91345869690324,3.1546109897299885,98.9765604342619,1.0657360818049018
2013,MALATYA,762538,25876,33194,-7318,59070,33.93404656554821,43.530945343051755,-9.551068458895037,77.46499190859997,0.7795384708079773
2013,MANİSA,1359463,36257,36989,-732,73246,26.670089586844217,27.208537488699584,-0.5383029778008852,53.8786270755438,0.9802103328016437
2013,MARDİN,779738,22596,29525,-6929,52121,28.978964729178262,37.865282954017886,-8.847009553723336,66.84424768319614,0.7653175275190517
2013,MERSİN,1705774,51468,55482,-4014,106950,30.172813045573445,32.52599699608506,-2.3504184670048445,62.69881004165851,0.9276522115280632
2013,MUĞLA,866665,35246,30687,4559,65933,40.66853974719182,35.40814501566349,5.274267094947798,76.07668476285531,1.1485645387297552
2013,MUŞ,412553,11070,20193,-9123,31263,26.83291601321527,48.94643839700596,-21.871692305110468,75.77935441022123,0.5482097756648343
2013,NEVŞEHİR,285460,10322,12147,-1825,22469,36.159181671687804,42.55237161073355,-6.372818619106234,78.71155328242135,0.8497571416810735
2013,NİĞDE,343658,14731,15493,-762,30224,42.865290492291756,45.082611200670435,-2.214865175169094,87.94790169296219,0.9508164977731879
2013,ORDU,731452,30792,46332,-15540,77124,42.097089077615486,63.34250231047287,-21.022101614941114,105.43959138808835,0.6645946645946645
2013,OSMANİYE,498981,17338,17605,-267,34943,34.74681400694616,35.281904521414646,-0.5349473918309325,70.0287185283608,0.9848338540187447
2013,RİZE,328205,16842,15859,983,32701,51.31548879511281,48.32040950015996,2.999571271857888,99.63589829527277,1.0619837316350338
2013,SAKARYA,917373,30770,27170,3600,57940,33.5414275327484,29.617178617639716,3.9319639176777823,63.15860615038812,1.132499079867501
2013,SAMSUN,1261810,38644,42504,-3860,81148,30.62584699756699,33.68494464301281,-3.054425752132559,64.31079164057981,0.9091850178806701
2013,SİNOP,204568,12085,9869,2216,21954,59.075710766102226,48.243126979781785,10.891575739703136,107.31883774588401,1.2245414935657108
2013,SİVAS,623824,26354,30244,-3890,56598,42.245889866372565,48.481623021877965,-6.21635140123592,90.72751288825053,0.8713794471630737
2013,SİİRT,314153,10866,13339,-2473,24205,34.58824203493202,42.460202512788356,-7.8410980707981714,77.04844454772038,0.8146037933878102
2013,TEKİRDAĞ,874475,45313,31681,13632,76994,51.817376139969696,36.22859429943681,15.711241397830253,88.0459704394065,1.430289447934093
2013,TOKAT,598708,26987,47071,-20084,74058,45.075395685375845,78.62096380873481,-32.99219712525667,123.69635949411065,0.5733254020522189
2013,TRABZON,758237,25115,29988,-4873,55103,33.12288901754992,39.54963949266522,-6.4061650629343605,72.67252851021514,0.8375016673336001
2013,TUNCELİ,85428,8458,5612,2846,14070,99.0073512197406,65.69274710867631,33.878935777632286,164.7000983284169,1.5071275837491092
2013,UŞAK,346508,10655,10493,162,21148,30.74965080171309,30.282129128331814,0.46763098719210683,61.031779930044905,1.0154388640045744
2013,VAN,1070113,32118,38507,-6389,70625,30.013652763773546,35.98405028254025,-5.952627741816768,65.9977030463138,0.8340821149401407
2013,YALOVA,220122,14670,9808,4862,24478,66.64486057731621,44.55710923942178,22.334409782673607,111.20196981673799,1.4957177814029363
2013,YOZGAT,444211,16688,26572,-9884,43260,37.567732451470135,59.81841962490798,-22.00586437138347,97.38615207637812,0.6280295047418335
2013,ZONGULDAK,601567,17006,25571,-8565,42577,28.26950281514777,42.507318386813104,-14.137174331248932,70.77682120196089,0.6650502522388644
2013,ÇANAKKALE,502328,24766,18238,6528,43004,49.3024478030291,36.30695481836569,13.080486671048202,85.60940262139479,1.3579339839894726
2013,ÇANKIRI,190909,22290,16991,5299,39281,116.75719845580879,89.00051857167551,28.14731793083483,205.7577170274843,1.3118709905243953
2013,ÇORUM,532080,17073,21460,-4387,38533,32.0872801082544,40.33228086002105,-8.211150281644139,72.41956096827545,0.7955731593662628
2013,İSTANBUL,14160467,437922,371601,66321,809523,30.92567497950456,26.242143002769613,4.694525456781164,57.16781798227417,1.1784736854852382
2013,İZMİR,4061074,113673,99681,13992,213354,27.99087138032944,24.545477378644172,3.4513396140873462,52.53634875897361,1.1403677731964967
2013,ŞANLIURFA,1801980,33383,47429,-14046,80812,18.525732805025584,26.32049190335076,-7.764497902988552,44.84622470837634,0.7038520736258407
2013,ŞIRNAK,475255,13031,13753,-722,26784,27.418964555870005,28.93814899369812,-1.5180313530242886,56.357113549568126,0.9475023631207736
2014,ADANA,2165595,51562,63181,-11619,114743,23.809622759564924,29.174891888834246,-5.350914580862295,52.98451464839917,0.8160997768316425
2014,ADIYAMAN,597835,16578,24330,-7752,40908,27.73005929729775,40.696847792451095,-12.883261233382804,68.42690708974884,0.6813810110974106
2014,AFYONKARAHİSAR,706371,21414,27100,-5686,48514,30.3155140853744,38.365108420362674,-8.017326223114603,68.68062250573708,0.7901845018450184
2014,AKSARAY,384252,11936,14577,-2641,26513,31.06294827352883,37.93604197245558,-6.8495548826744646,68.9989902459844,0.8188241750703162
2014,AMASYA,321913,12970,14817,-1847,27787,40.29038901815087,46.02796407725069,-5.721162260153359,86.31835309540155,0.8753458864817439
2014,ANKARA,5150072,203621,163612,40009,367233,39.53750549506881,31.768876240953524,7.798922723726345,71.30638173602233,1.2445358531159083
2014,ANTALYA,2222562,93057,64631,28426,157688,41.86924819195145,29.07950374387756,12.872059624633607,70.94875193582901,1.4398199006668626
2014,ARDAHAN,100809,5323,8033,-2710,13356,52.802825144580346,79.68534555446438,-26.52597783955209,132.48817069904473,0.6626416033860326
2014,ARTVİN,169674,9551,10187,-636,19738,56.2902978653182,60.0386623760859,-3.7413525342369054,116.3289602414041,0.9375674879748699
2014,AYDIN,1041979,45842,32396,13446,78238,43.99512850067036,31.09083772321707,12.988091834290262,75.08596622388743,1.4150512408939375
2014,AĞRI,549435,14480,30995,-16515,45475,26.354345827986933,56.4124964736502,-29.6130932368644,82.76684230163714,0.46717212453621554
2014,BALIKESİR,1189057,57551,39918,17633,97469,48.40053925085172,33.57114082840436,14.940175328672419,81.97168007925609,1.4417305476226263
2014,BARTIN,189405,7794,8903,-1109,16697,41.14991684485626,47.0050949024577,-5.838086539499209,88.15501174731396,0.875435246546108
2014,BATMAN,557593,18543,21515,-2972,40058,33.2554390030004,38.5854915682227,-5.315885590408511,71.8409305712231,0.8618638159423658
2014,BAYBURT,80607,8912,5583,3329,14495,110.56111752081085,69.26197476645949,42.16993381258511,179.82309228727033,1.5962744044420563
2014,BOLU,284789,13264,13065,199,26329,46.57483259536007,45.876069651566596,0.6990071639452807,92.45090224692667,1.0152315346345198
2014,BURDUR,256898,10235,12271,-2036,22506,39.84071499194233,47.76603943977766,-7.894043021759022,87.60675443171998,0.8340803520495477
2014,BURSA,2787539,80717,65027,15690,145744,28.956366171020388,23.327745369661194,5.644506193847237,52.284111540681586,1.241284389561259
2014,BİLECİK,209925,10090,10114,-24,20204,48.064785042277,48.179111587471716,-0.11432001028880093,96.24389662974872,0.9976270516116275
2014,BİNGÖL,266019,9400,12852,-3452,22252,35.335821877384696,48.312338592356184,-12.892864479261984,83.64816046974089,0.7314036725801432
2014,BİTLİS,338023,11447,17470,-6023,28917,33.86455951222254,51.68287365060957,-17.660969784581912,85.54743316283212,0.6552375500858615
2014,DENİZLİ,978700,28279,24771,3508,53050,28.894451823847962,25.310105241647083,3.5907818855904012,54.204557065495045,1.141617213677284
2014,DÜZCE,355549,11980,12249,-269,24229,33.69437123996974,34.45094768934802,-0.7562903536430563,68.14531892931775,0.9780390235937627
2014,DİYARBAKIR,1635048,36920,48019,-11099,84939,22.580376845205766,29.36855676408277,-6.765218159847251,51.94893360928854,0.768862325329557
2014,EDİRNE,400280,16431,17108,-677,33539,41.04876586389528,42.74008194264015,-1.6898870122073744,83.78884780653543,0.9604278700023381
2014,ELAZIĞ,568753,19724,24162,-4438,43886,34.67937751537135,42.4824132795783,-7.772710395606089,77.16179079494965,0.8163231520569489
2014,ERZURUM,763320,27994,45209,-17215,73203,36.674003039354396,59.22679872137505,-22.301317157375532,95.90080176072945,0.6192129885642239
2014,ERZİNCAN,223633,15450,13641,1809,29091,69.08640495812335,60.997258901861535,8.121996062470677,130.08366385998488,1.1326149109302837
2014,ESKİŞEHİR,812320,35927,27977,7950,63904,44.227644278117,34.44086074453418,9.834909599242897,78.66850502265117,1.2841619902062409
2014,GAZİANTEP,1889466,46438,44415,2023,90853,24.577314436989074,23.506641559043665,1.0712463551544398,48.08395599603274,1.0455476753349093
2014,GÜMÜŞHANE,146353,18811,16071,2740,34882,128.53170075092413,109.80984332401796,18.898767441700063,238.34154407494208,1.170493435380499
2014,GİRESUN,429984,26857,23620,3237,50477,62.46046364515889,54.93227654982511,7.556630961176846,117.392740194984,1.1370448772226927
2014,HAKKARİ,276287,7187,10897,-3710,18084,26.012805524689906,39.44087126792068,-13.338510544973431,65.45367679261058,0.6595393227493805
2014,HATAY,1519836,32678,39181,-6503,71859,21.501004055700747,25.77975518411197,-4.269616814529697,47.28075923981272,0.8340266966131543
2014,ISPARTA,418780,17966,19930,-1964,37896,42.90080710635656,47.59062037346578,-4.6788418198884125,90.49142747982233,0.9014550928248871
2014,IĞDIR,192056,7407,9453,-2046,16860,38.566876327737745,49.22001916107802,-10.596698760610941,87.78689548881576,0.7835607743573468
2014,KAHRAMANMARAŞ,1089038,27619,30903,-3284,58522,25.360914862474957,28.376420290201075,-3.010965636116918,53.73733515267603,0.8937320001294373
2014,KARABÜK,231333,13438,13195,243,26633,58.08942087812807,57.03898708787765,1.0509857857416263,115.12840796600571,1.0184160666919289
2014,KARAMAN,240362,8673,9788,-1115,18461,36.08307469566737,40.72191111739792,-4.62810191786053,76.80498581306529,0.8860850020433183
2014,KARS,296466,10280,20020,-9740,30300,34.67513981367172,67.5288228667031,-32.322722807762766,102.20396268037481,0.5134865134865135
2014,KASTAMONU,368907,17539,18163,-624,35702,47.543147730999955,49.23463095034792,-1.690053870467121,96.77777868134787,0.9656444419974674
2014,KAYSERİ,1322376,40957,33374,7583,74331,30.972280198672692,25.23790510414587,5.750863899886583,56.210185302818566,1.227212800383532
2014,KIRIKKALE,271092,13306,18744,-5438,32050,49.082968143656025,69.142578903103,-19.860414665590497,118.22554704675903,0.7098804950917627
2014,KIRKLARELİ,343723,14553,13678,875,28231,42.33932556157138,39.79367106652741,2.548898802891471,82.1329966280988,1.063971340839304
2014,KIRŞEHİR,222707,10648,12199,-1551,22847,47.811698779113364,54.77600614259992,-6.940140726902554,102.58770492171328,0.872858431018936
2014,KOCAELİ,1722795,79697,55060,24637,134757,46.26029214154905,31.959693405193306,14.40358870759113,78.21998554674236,1.4474573192880493
2014,KONYA,2108808,55798,55453,345,111251,26.45949749811268,26.29589796700316,0.16361291460757443,52.75539546511584,1.0062214848610536
2014,KÜTAHYA,571554,18734,21860,-3126,40594,32.777305381468764,38.24660487023098,-5.454383659880967,71.02391025169975,0.8569990850869167
2014,KİLİS,128781,5759,7451,-1692,13210,44.71932971478712,57.85791382269124,-13.052836214677498,102.57724353747835,0.7729163870621393
2014,MALATYA,769544,29285,31476,-2191,60761,38.05500400237023,40.90214464669987,-2.8430933010830617,78.95714864907009,0.9303914093277418
2014,MANİSA,1367905,35570,38432,-2862,74002,26.003267770788177,28.095518329123735,-2.090064089456496,54.09878609991191,0.9255308076602831
2014,MARDİN,788996,22207,30796,-8589,53003,28.14589681063022,39.03188355834504,-10.827055158230182,67.17778036897525,0.7211001428756981
2014,MERSİN,1727255,55598,54843,755,110441,32.188646146631505,31.751536397347238,0.4372053026343791,63.94018254397874,1.0137665700271685
2014,MUĞLA,894509,48219,29671,18548,77890,53.905550419280296,33.170152564144125,20.952628398108978,87.07570298342442,1.6251221731657173
2014,MUŞ,411216,12077,22688,-10611,34765,29.368993424380374,55.17295046885335,-25.475275586014167,84.54194389323372,0.5323078279266573
2014,NEVŞEHİR,286250,10164,13165,-3001,23329,35.507423580786025,45.99126637554585,-10.42917388501497,81.49868995633187,0.7720470945689327
2014,NİĞDE,343898,13785,17946,-4161,31731,40.084559956731354,52.18407783703307,-12.02675888819681,92.26863779376443,0.7681377465730524
2014,ORDU,724268,28555,39937,-11382,68492,39.42601357508546,55.14119082991379,-15.592656573862367,94.56720440499926,0.7150011267746701
2014,OSMANİYE,506807,17880,18214,-334,36094,35.27970213513231,35.93873012803691,-0.6588109054902224,71.21843226316922,0.981662457450313
2014,RİZE,329779,17311,17932,-621,35243,52.49272997977433,54.375809254076216,-1.8813079482988704,106.86853923385056,0.9653691724291769
2014,SAKARYA,932706,32701,28311,4390,61012,35.06035127896679,30.35361625206657,4.71783783319058,65.41396753103336,1.155063402917594
2014,SAMSUN,1269989,41057,44519,-3462,85576,32.32862646841823,35.05463433147846,-2.72229736105432,67.38326079989669,0.9222354500325703
2014,SİNOP,204526,10783,11950,-1167,22733,52.72190332769428,58.42777935323626,-5.689643824396237,111.14968268093054,0.9023430962343096
