province,mean_turnover_rate,mean_net_migration_rate,net_migration_rate_volatility,net_migration_rate_trend,recent_net_migration_rate,latest_population_log,latest_population,latest_in_migration,latest_out_migration,latest_net_migration,latest_net_migration_rate,cluster_id,pc1,pc2,cluster_name
BOLU,90.36337847042803,5.818302673190099,6.4148609892233335,0.11360064673335488,5.076523127204023,12.698247418450759,327173,13136,11695,1441,4.414118439895544,1,0.1246709229738164,1.0797470787543788,Dengeli Orta Hareketlilik
BURDUR,88.24629568956405,1.9276982239872982,7.18319008794007,0.12763415234914485,0.9238649846796679,12.532591944151962,277226,11184,12106,-922,-3.320285069160602,1,0.33840143464642736,0.4180294711488328,Dengeli Orta Hareketlilik
BURSA,50.12863865445475,5.515313857130542,2.875901747091162,-0.2111673250268217,3.306797665055596,14.998161253165998,3263011,75595,64880,10715,3.2891773173543473,2,-2.275433467349924,0.48558896326399975,Büyük Ölçekli Çekim Merkezleri
BİLECİK,91.94100004488571,3.866087982984905,5.32064886429103,0.26920607476393627,3.7339753803344915,12.341459815134915,228995,9632,9514,118,0.5154278925114443,1,0.34889766083880985,0.8552893467748621,Dengeli Orta Hareketlilik
BİNGÖL,83.21839664421785,-6.157467093653032,7.101371302518439,0.19360143285761636,-5.703337822525479,12.55072561424158,282299,9123,11683,-2560,-9.027466772927474,1,0.43952754000178895,-0.8162698814525059,Dengeli Orta Hareketlilik
BİTLİS,89.72676191806698,-13.919191558792361,6.420338190645121,0.6722119408575751,-8.273095001218827,12.795036395173932,360423,13861,17844,-3983,-10.990178373105932,3,0.6152657277908018,-1.5420024803765087,Süregelen Net Göç Veren İller
DENİZLİ,51.07027263317479,1.460731766385108,2.0470683089012414,0.06125425642028402,0.9740781205907724,13.87469979717063,1060975,23327,23946,-619,-0.5832554795627374,2,-1.5580137274658932,0.051933306708215575,Büyük Ölçekli Çekim Merkezleri
DÜZCE,69.54339843298406,5.1219197011482684,3.8670890953968073,0.1398774623332874,5.946931402509219,12.937533878350603,415622,14112,12156,1956,4.717299659466916,1,-0.6223092660212561,0.9379878178185851,Dengeli Orta Hareketlilik
DİYARBAKIR,53.31285956254127,-7.104921170171242,2.8241799580003395,0.2244477239553951,-5.1782843529930815,14.431969440190391,1852356,43666,50322,-6656,-3.5868175831660993,2,-1.5302796979981417,-1.1269483471288293,Büyük Ölçekli Çekim Merkezleri
EDİRNE,79.73588708476528,2.1088553851457736,5.015205569836457,0.4652392399151739,5.570842202343968,12.953800336657533,422438,16145,15261,884,2.0948065858444154,1,-0.24385603635292866,0.7996690912729937,Dengeli Orta Hareketlilik
ELAZIĞ,72.49891103135548,-2.486352524640366,7.1793636360788415,0.3653450102315735,4.024373890618573,13.314105421738974,605678,18481,19491,-1010,-1.666163518277484,1,-0.35998865029638866,0.22195667338445496,Dengeli Orta Hareketlilik
ERZURUM,82.41405831517037,-14.561155577099969,6.189240065463032,0.42723131663757824,-11.596096567943745,13.510177621512304,736877,20793,30906,-10113,-13.630601664434886,3,0.06346674525348464,-1.988717986684428,Süregelen Net Göç Veren İller
ERZİNCAN,122.78317512335502,-0.36179597746006587,7.81436059922279,-0.18220614244862546,-5.135260480103845,12.38683465352651,239625,11798,13352,-1554,-6.464172511044001,1,1.2852492014195278,-0.10445092783501222,Dengeli Orta Hareketlilik
ESKİŞEHİR,74.80750095703907,8.497600955059635,3.3649720487162966,-0.2320453223451889,8.706784660810731,13.740740674487887,927956,34386,28330,6056,6.547536673124827,2,-1.1128592027072184,1.3643144380426895,Büyük Ölçekli Çekim Merkezleri
GAZİANTEP,48.23628488533847,-0.37198295358260497,2.9903008931260824,-0.1544966439181802,0.8222576826309925,14.614105450380347,2222415,54507,47385,7122,3.2097650408724503,2,-1.9493109556175998,-0.19933224264141863,Büyük Ölçekli Çekim Merkezleri
GÜMÜŞHANE,206.1088141886976,-0.6011443146336164,39.608382343279274,-1.4912622976179575,1.985799615329917,11.840846962281507,138807,9919,13163,-3244,-23.100641605366413,0,5.358293032955069,0.9246848937555738,Küçük Ölçekli Yüksek Hareketlilik
GİRESUN,102.88358933520404,2.207392740145332,15.274568553831665,0.3115769330266381,5.002476379585086,13.028217519514099,455074,16717,17047,-330,-0.7248939568007134,1,0.8921268415483165,0.9482343337070042,Dengeli Orta Hareketlilik
HAKKARİ,70.64736457429993,-10.612723888270182,11.038091605030557,-0.14669486085603417,-7.974262808864208,12.541408522453487,279681,8952,12305,-3353,-11.917222750415396,3,0.5171988467255152,-1.5045720724725147,Süregelen Net Göç Veren İller
HATAY,52.53125609394054,-7.320203857235359,17.684945105021608,-0.7913211849437841,-24.50908706856364,14.271372158453252,1577531,51440,45076,6364,4.042305740340928,3,-0.3730727314464769,-2.8133593776703183,Süregelen Net Göç Veren İller
ISPARTA,87.31393614160199,1.297928464997963,7.634170862102363,-0.02801138312952297,0.4266983109678019,13.006512473977736,445303,16315,17554,-1239,-2.778509718617024,1,0.08766927545080866,0.271750278201143,Dengeli Orta Hareketlilik
IĞDIR,88.3360195987961,-10.136650860822304,6.852320586602824,0.5267220616794771,-6.765533667258464,12.231116415969606,205071,7876,10257,-2381,-11.543598781158869,1,0.8286369730887162,-1.1219506413674245,Dengeli Orta Hareketlilik
KAHRAMANMARAŞ,54.23087048714465,-5.685252491655672,10.260879820570421,-0.137212414797636,-11.641988415453378,13.952031602123723,1146278,32151,28689,3462,3.024777488386235,3,-0.7462555938661716,-1.5301178927590309,Süregelen Net Göç Veren İller
KARABÜK,105.1492387352095,2.982300193494979,11.008318999024631,-0.32238833381207516,-1.6655161305628627,12.427675009825554,249614,10263,11251,-988,-3.950293473219569,1,0.9844827199313825,0.33567077918391963,Dengeli Orta Hareketlilik
KARAMAN,79.1430398190067,-0.9350370438005804,5.51323169363678,0.2528431547688606,0.4052115982712025,12.477457639064887,262355,9440,10933,-1493,-5.674616070223849,1,0.13245691226627082,0.09385068609622198,Dengeli Orta Hareketlilik
KARS,95.05246614247494,-20.443484589811092,6.77707691876043,0.5190362957921562,-15.127882604602567,12.502436918364788,268991,9727,14201,-4474,-16.495347088058754,3,1.097147525596722,-2.634084016272422,Süregelen Net Göç Veren İller
KASTAMONU,94.68105758065957,2.9142554402806895,11.121294861513332,0.31462040825453047,6.098604027928309,12.84775546443982,379934,14997,15731,-734,-1.9300501444908111,1,0.514391032875931,1.019118378436014,Dengeli Orta Hareketlilik
KAYSERİ,53.65521413186062,1.2503069300885044,2.5582402398212767,-0.20604335132486096,0.6165420294390516,14.193256344282213,1458991,34606,33645,961,0.6588913826811669,2,-1.6600986861494296,-0.04583234178916289,Büyük Ölçekli Çekim Merkezleri
KIRIKKALE,107.21357519514297,-5.655954189568268,14.828456947568922,1.0718395097438829,7.671595569987962,12.552604825101596,282830,12287,12845,-558,-1.9709723110180175,1,1.417917901994975,0.7077470907504894,Dengeli Orta Hareketlilik
KIRKLARELİ,79.13493645252672,5.270615457946723,5.439147916009671,0.6267154864880266,8.891227413965073,12.846862808254594,379595,14516,13501,1015,2.677482111649685,1,-0.24842885080030833,1.3735850248672572,Dengeli Orta Hareketlilik
KIRŞEHİR,100.04339058546456,-2.0135280318501816,7.743239557809521,0.6239885750917205,1.9508682902794157,12.399902724506997,242777,9729,10902,-1173,-4.8199504034088925,1,0.815803834106289,0.3628087559319118,Dengeli Orta Hareketlilik
KOCAELİ,74.09931759912034,10.075069994315955,4.065051241034029,-0.20357730941494892,6.841245840377766,14.586161225102806,2161171,76323,61245,15078,7.001196118928396,2,-1.5676705219159588,1.330507081929799,Büyük Ölçekli Çekim Merkezleri
KONYA,50.67684713721219,-0.7143221907465857,2.509222548450901,0.254783310017051,1.546746530333608,14.667117691511004,2343409,50469,51507,-1038,-0.4428463672945585,2,-1.9248986134604316,-0.0658398645709341,Büyük Ölçekli Çekim Merkezleri
KÜTAHYA,68.39655199851919,-3.6134105950437396,4.445719667448358,0.2881509330011047,-3.8913402364875402,13.254231637790818,570478,16701,17157,-456,-0.7990103485857867,1,-0.5122700646172431,-0.5688815504029614,Dengeli Orta Hareketlilik
KİLİS,98.18287742947587,-2.80512418950356,12.077679182562255,0.6803771816610487,7.233864660992588,11.96631687216031,157363,7501,8859,-1358,-8.592652586021437,1,1.2817085097239616,0.7648860880246754,Dengeli Orta Hareketlilik
MALATYA,82.09754545447014,-6.526038925514569,20.153574865710635,-0.75572452393633,-25.612329105241873,13.535604837824101,755854,31495,28410,3085,4.089822308157837,3,0.8411123228810499,-2.597565523428966,Süregelen Net Göç Veren İller
MANİSA,52.863877018398,0.7886324867974475,2.5124689911766325,0.23441991833705325,0.5138705300252703,14.206035955606541,1477756,33408,35673,-2265,-1.5315556243760091,2,-1.6420692502067615,0.0026534565023977317,Büyük Ölçekli Çekim Merkezleri
MARDİN,72.86069704961646,-8.891005870191051,7.80622760646594,0.9237113382287325,-1.7787428540331094,13.71411660951144,903576,28043,31842,-3799,-4.195585634288283,1,-0.30997986598449523,-0.6624135929240927,Dengeli Orta Hareketlilik
MERSİN,61.52479488872849,0.35529765471282815,2.975239168535352,0.3775319358097248,4.1194576796364,14.486631430682028,1956428,57089,52054,5035,2.576883639245503,2,-1.5917390782357683,0.3366922933195919,Büyük Ölçekli Çekim Merkezleri
MUĞLA,79.89444052784866,10.880026632933204,5.453701947443309,0.45034201596918333,14.796809686478646,13.910409744231416,1099547,47400,35426,11974,10.94955923771901,2,-1.0046148556152832,2.2535691247547605,Büyük Ölçekli Çekim Merkezleri
MUŞ,83.60643260060783,-21.66007062936265,7.379896069891175,0.3761174424998037,-18.05986229757291,12.871663617319074,389127,12061,18995,-6934,-17.662012155050764,3,0.7212510747744788,-3.0840618997133364,Süregelen Net Göç Veren İller
NEVŞEHİR,78.89512703251339,-0.8446852523128136,6.751316916840848,1.0048857583379025,8.584329555382869,12.676548038477913,320150,13090,12037,1053,3.294501186552303,1,0.08514915941773377,0.9303961281323182,Dengeli Orta Hareketlilik
NİĞDE,87.06697185491637,-3.0161697034930857,11.321559848455873,0.6307447189755174,4.101992023522125,12.833328390175936,374492,13405,13748,-343,-0.915488164713136,1,0.5326884515728393,0.38245585583736214,Dengeli Orta Hareketlilik
ORDU,86.30788685213243,-0.9639028319881837,16.558319098447566,0.4699178894670028,2.7850249704749515,13.551659588898973,768087,22394,24529,-2135,-2.775775218112876,1,0.4213054562880268,0.4267264044091285,Dengeli Orta Hareketlilik
OSMANİYE,72.7122614413492,-1.6469170901231487,3.2883452436747524,-0.10244021448835551,-2.8471830661695914,13.243029364470962,564123,19293,19532,-239,-0.4235767422695029,1,-0.5695839143352904,-0.3895294561038183,Dengeli Orta Hareketlilik
RİZE,95.66230019444401,-0.9178505823377746,13.11380814330017,0.22420617679427127,0.8852107074793314,12.756930191791696,346947,12436,13362,-926,-2.6654385308425206,1,0.8349147589087765,0.2799609914623821,Dengeli Orta Hareketlilik
SAKARYA,62.46197558105723,6.110169180450175,2.5081075181749433,0.3252937207065188,8.687703981680302,13.932132030378312,1123693,35743,27837,7906,7.0605676317716615,2,-1.452143911094098,1.198153301516481,Büyük Ölçekli Çekim Merkezleri
SAMSUN,65.7619390426226,-0.041402835950492545,4.687284225994268,0.7365376532324481,5.852009761136799,14.146542307653014,1392403,43566,37793,5773,4.15468258203483,2,-1.1737179705988343,0.5744477467249165,Büyük Ölçekli Çekim Merkezleri
SİNOP,108.32106500881518,5.221411840181494,16.498713463970642,0.6769699745607989,10.24377711115866,12.327621913355436,225848,10719,11050,-331,-1.4645142878633357,1,1.4065911129387705,1.7726956662931828,Dengeli Orta Hareketlilik
SİVAS,88.07057639939521,-6.451572784336912,13.152332214331919,0.6197925411943956,-2.11829407223443,13.355698022665155,631401,19978,26832,-6854,-10.79662522762071,1,0.506957648417214,-0.4050987295705444,Dengeli Orta Hareketlilik
SİİRT,82.74526034505293,-12.268677913450084,9.282375307986657,-0.225520713590646,-13.281898854935896,12.714004085182829,332369,10203,16704,-6501,-19.370149827408717,3,0.6391285450963872,-2.0295628547383346,Süregelen Net Göç Veren İller
TEKİRDAĞ,86.49857646989392,18.17299697801351,5.847779262470749,-0.31519080053526843,13.23171108249044,14.004842484593732,1208441,51534,38294,13240,11.0166156191313,2,-1.0820888463919556,2.6131820353317283,Büyük Ölçekli Çekim Merkezleri
TOKAT,116.96818302101448,-4.9451288308247925,13.267508483376215,1.0809384880230157,9.583548226418008,13.32798145074872,614141,32800,32220,580,0.9448546960092922,1,1.0610762568746288,0.9492045009408098,Dengeli Orta Hareketlilik
TRABZON,76.02908206072226,-1.1570062513611516,7.93840338440039,0.23520334077360738,0.8584060825927069,13.621105083839408,823323,23846,24253,-407,-0.4942160331209742,1,-0.41400094489390515,0.07037889584980035,Dengeli Orta Hareketlilik
TUNCELİ,162.5603039990978,1.8093031249473688,24.500641012498846,0.24518510800005408,3.668587851921488,11.351394282783541,85083,6078,7558,-1480,-17.244794518951796,0,3.754822007850999,1.290967379627631,Küçük Ölçekli Yüksek Hareketlilik
UŞAK,61.73281308612992,0.29524743465422,3.63289821643197,0.2097356281455408,-0.25924657260264433,12.83309604909819,374405,9557,10465,-908,-2.422244097113848,1,-0.5919940816399446,7.144058446645899e-05,Dengeli Orta Hareketlilik
VAN,70.96941278768007,-14.451086518575295,10.572751571304531,-0.4547124127279276,-17.66022181044921,13.92168334364147,1112013,31580,51818,-20238,-18.03531135374448,3,-0.1420163667454184,-2.7198642913957864,Süregelen Net Göç Veren İller
YALOVA,104.39468595631499,16.544983785041737,11.987228283511545,0.24862375730644426,23.615007601562827,12.649591119039613,311635,18052,11733,6319,20.48460898839616,1,0.46127257738751826,3.6359236231966996,Dengeli Orta Hareketlilik
YOZGAT,97.07587271536765,-14.36354239465045,12.25835453553362,1.5611874444505816,-2.4643296106038406,12.931708797210161,413208,17181,18550,-1369,-3.307622148263136,1,1.117160830107725,-0.8242579375370879,Dengeli Orta Hareketlilik
ZONGULDAK,68.6828587819943,-6.492939991578527,5.641791992600628,0.6149502260784986,-0.1601732538238545,13.279715783374739,585203,17143,18135,-992,-1.6937027380958478,1,-0.38906042818768305,-0.4298686130325746,Dengeli Orta Hareketlilik
ÇANAKKALE,81.77334134036829,9.374068150166728,5.904270749925152,0.3723337790820704,10.621608056223998,13.260344604812481,573976,23546,19075,4471,7.81998126772548,1,-0.5094971632183142,1.809216902902245,Dengeli Orta Hareketlilik
ÇANKIRI,165.20273683924592,3.90067866832474,48.445357986650755,0.003921646303993987,11.875276401716796,12.208818871198199,200549,13516,12774,742,3.7067010360778903,0,4.797942921518383,2.238610736527346,Küçük Ölçekli Yüksek Hareketlilik
ÇORUM,72.58728779291135,-7.8987266160555505,8.426895054419823,0.9867302603868585,-0.4580143393774459,13.160797242612405,519590,15597,17208,-1611,-3.095722388068306,1,0.008689639465288912,-0.4380480405848615,Dengeli Orta Hareketlilik
İSTANBUL,55.23541447747675,0.18803984726440853,5.8327877025194805,-0.5843311434178367,-3.8915321533391416,16.572608286940433,15754053,329912,371258,-41346,-2.6210280926591056,2,-2.7080784859594704,-0.6224512129315698,Büyük Ölçekli Çekim Merkezleri
İZMİR,53.01780775999486,4.40686276391332,1.581767577156619,-0.07205436496431579,3.372827907777429,15.320517744574204,4504185,106083,98728,7355,1.634260136217971,2,-2.4467337806227234,0.42746801567781867,Büyük Ölçekli Çekim Merkezleri
ŞANLIURFA,46.15930174802411,-6.469053508453726,2.739987133616931,-0.12245319004366584,-5.185079279754411,14.633438896766648,2265800,43655,59280,-15625,-6.872323230101875,2,-1.8442187088241448,-1.2056497449371328,Büyük Ölçekli Çekim Merkezleri
ŞIRNAK,64.66314549996858,-6.4094752732727995,8.905393180696661,0.06048749079352542,-7.314215572361722,13.259804367582923,573666,14227,19924,-5697,-9.88179828954866,3,-0.23065724931423615,-1.1229156765865158,Süregelen Net Göç Veren İller
